,state,action_space,reward,Q,action
625,[33 47],u,-0.1,-0.20753281250000005,0
626,[32 47],d,-0.1,-0.22978039062500005,1
627,[33 47],u,-0.1,-0.23291015625000003,0
628,[32 47],r,-10,-7.57914375,2
629,[32 47],u,-0.1,-0.22700375,0
630,[31 47],l,-10,-9.502175625,3
631,[31 47],d,-0.1,-0.25111418750000003,1
632,[32 47],l,-10,-7.6021516875,3
633,[32 47],u,-0.1,-0.254043984375,0
634,[31 47],u,-0.1,-0.23154328125000004,0
635,[30 47],u,-0.1,-0.22135625000000003,0
636,[29 47],u,-0.1,-0.20796875000000004,0
637,[28 47],l,-10,-7.5675,3
638,[28 47],u,-0.1,-0.1795625,0
639,[27 47],l,-10,-7.5545625,3
640,[27 47],l,-10,-8.83184375,3
641,[27 47],l,-10,-9.470484375000002,3
642,[27 47],d,-0.1,-0.21090781250000004,1
643,[28 47],u,-0.1,-0.19434375000000004,0
644,[27 47],u,-0.1,-0.14437500000000003,0
645,[26 47],l,-10,-8.783750000000001,3
646,[26 47],u,-0.1,-0.12125000000000002,0
647,[25 47],d,-0.1,-0.1589375,1
648,[26 47],u,-0.1,-0.14437500000000003,0
649,[25 47],r,-0.1,-0.08750000000000001,2
650,[25 46],r,-0.1,-0.05,2
651,[25 45],l,-0.1,-0.05,3
652,[25 46],u,-10,-5.0,0
653,[25 46],d,-10,-7.5225,1
654,[25 46],r,-0.1,-0.07500000000000001,2
655,[25 45],r,-10,-5.0,2
656,[25 45],r,-10,-7.5,2
657,[25 45],d,-0.1,-0.05,1
658,[26 45],d,-0.1,-0.05,1
659,[27 45],d,-10,-5.0,1
660,[27 45],r,-0.1,-0.05,2
661,[27 44],r,-0.1,-0.05,2
662,[27 43],d,-10,-5.0,1
663,[27 43],d,-10,-7.5,1
664,[27 43],r,-10,-5.0,2
665,[27 43],l,-0.1,-0.05,3
666,[27 44],l,-0.1,-0.05,3
667,[27 45],l,-10,-5.0,3
668,[27 45],u,-0.1,-0.05,0
669,[26 45],l,-10,-5.0,3
670,[26 45],r,-10,-5.0,2
671,[26 45],u,-0.1,-0.05,0
672,[25 45],u,-10,-5.0,0
673,[25 45],d,-0.1,-0.0975,1
674,[26 45],u,-0.1,-0.0975,0
675,[25 45],l,-0.1,-0.10875000000000001,3
676,[25 46],l,-0.1,-0.14318750000000002,3
677,[25 47],r,-0.1,-0.12750000000000003,2
678,[25 46],l,-0.1,-0.17896875000000004,3
679,[25 47],r,-0.1,-0.14750000000000002,2
680,[25 46],u,-10,-7.53375,0
681,[25 46],r,-0.1,-0.13137500000000002,2
682,[25 45],d,-0.1,-0.12125000000000001,1
683,[26 45],d,-0.1,-0.0975,1
684,[27 45],u,-0.1,-0.11887500000000002,0
685,[26 45],d,-0.1,-0.12125000000000001,1
686,[27 45],r,-0.1,-0.07500000000000001,2
687,[27 44],u,-10,-5.0,0
688,[27 44],d,-10,-5.0,1
689,[27 44],r,-0.1,-0.07500000000000001,2
690,[27 43],u,-0.1,-0.05,0
691,[26 43],d,-0.1,-0.07250000000000001,1
692,[27 43],l,-0.1,-0.0975,3
693,[27 44],l,-0.1,-0.10875000000000001,3
694,[27 45],r,-0.1,-0.12125000000000002,2
695,[27 44],r,-0.1,-0.11000000000000001,2
696,[27 43],u,-0.1,-0.07500000000000001,0
697,[26 43],u,-0.1,-0.05,0
698,[25 43],r,-10,-5.0,2
699,[25 43],l,-10,-5.0,3
700,[25 43],r,-10,-7.5,2
701,[25 43],u,-0.1,-0.05,0
702,[24 43],l,-10,-5.0,3
703,[24 43],u,-0.1,-0.05,0
704,[23 43],r,-10,-5.0,2
705,[23 43],u,-0.1,-0.05,0
706,[22 43],d,-0.1,-0.05,1
707,[23 43],r,-10,-7.5,2
708,[23 43],u,-0.1,-0.07500000000000001,0
709,[22 43],d,-0.1,-0.07500000000000001,1
710,[23 43],l,-0.1,-0.05,3
711,[23 44],u,-10,-5.0,0
712,[23 44],r,-0.1,-0.05,2
713,[23 43],u,-0.1,-0.08750000000000001,0
714,[22 43],l,-10,-5.0,3
715,[22 43],u,-0.1,-0.05,0
716,[21 43],r,-10,-5.0,2
717,[21 43],d,-0.1,-0.05,1
718,[22 43],r,-10,-5.0,2
719,[22 43],r,-10,-7.5225,2
720,[22 43],u,-0.1,-0.07500000000000001,0
721,[21 43],l,-10,-5.0,3
722,[21 43],r,-10,-7.5,2
723,[21 43],u,-10,-5.0,0
724,[21 43],d,-0.1,-0.10875000000000001,1
725,[22 43],d,-0.1,-0.08750000000000001,1
726,[23 43],l,-0.1,-0.07500000000000001,3
727,[23 44],r,-0.1,-0.07500000000000001,2
728,[23 43],d,-0.1,-0.05,1
729,[24 43],r,-10,-5.0,2
730,[24 43],d,-0.1,-0.05,1
731,[25 43],d,-0.1,-0.05,1
732,[26 43],l,-10,-5.0,3
733,[26 43],r,-10,-5.0,2
734,[26 43],u,-0.1,-0.0975,0
735,[25 43],r,-10,-8.7725,2
736,[25 43],d,-0.1,-0.107625,1
737,[26 43],d,-0.1,-0.12000000000000002,1
738,[27 43],u,-0.1,-0.13137500000000002,0
739,[26 43],u,-0.1,-0.12125000000000001,0
740,[25 43],u,-0.1,-0.0975,0
741,[24 43],u,-0.1,-0.0975,0
742,[23 43],d,-0.1,-0.0975,1
743,[24 43],l,-10,-7.5225,3
744,[24 43],d,-0.1,-0.11887500000000002,1
745,[25 43],u,-0.1,-0.142625,0
746,[24 43],u,-0.1,-0.1325,0
747,[23 43],u,-0.1,-0.12750000000000003,0
748,[22 43],u,-0.1,-0.13643750000000002,0
749,[21 43],d,-0.1,-0.14375000000000002,1
750,[22 43],d,-0.1,-0.12750000000000003,1
751,[23 43],l,-0.1,-0.08750000000000001,3
752,[23 44],d,-10,-5.0,1
753,[23 44],l,-0.1,-0.05,3
754,[23 45],u,-0.1,-0.05,0
755,[22 45],u,-0.1,-0.05,0
756,[21 45],d,-0.1,-0.05,1
757,[22 45],l,-10,-5.0,3
758,[22 45],d,-0.1,-0.05,1
759,[23 45],d,-10,-5.0,1
760,[23 45],l,-10,-5.0,3
761,[23 45],r,-0.1,-0.07250000000000001,2
762,[23 44],l,-0.1,-0.0975,3
763,[23 45],u,-0.1,-0.07500000000000001,0
764,[22 45],r,-10,-5.0,2
765,[22 45],d,-0.1,-0.107625,1
766,[23 45],r,-0.1,-0.12000000000000002,2
767,[23 44],d,-10,-7.53375,1
768,[23 44],d,-10,-8.800625,1
769,[23 44],r,-0.1,-0.12687500000000002,2
770,[23 43],l,-0.1,-0.13762500000000003,3
771,[23 44],l,-0.1,-0.1325,3
772,[23 45],u,-0.1,-0.11000000000000001,0
773,[22 45],l,-10,-7.5225,3
774,[22 45],u,-0.1,-0.07500000000000001,0
775,[21 45],r,-10,-5.0,2
776,[21 45],l,-10,-5.0,3
777,[21 45],u,-0.1,-0.05,0
778,[20 45],l,-10,-5.0,3
779,[20 45],d,-0.1,-0.07250000000000001,1
780,[21 45],d,-0.1,-0.10875000000000001,1
781,[22 45],u,-0.1,-0.11000000000000001,0
782,[21 45],l,-10,-7.5225,3
783,[21 45],u,-0.1,-0.07500000000000001,0
784,[20 45],r,-10,-5.0,2
785,[20 45],u,-0.1,-0.05,0
786,[19 45],u,-10,-5.0,0
787,[19 45],r,-0.1,-0.05,2
788,[19 44],d,-10,-5.0,1
789,[19 44],u,-10,-5.0,0
790,[19 44],l,-0.1,-0.05,3
791,[19 45],r,-0.1,-0.07500000000000001,2
792,[19 44],d,-10,-7.5,1
793,[19 44],l,-0.1,-0.07500000000000001,3
794,[19 45],r,-0.1,-0.08750000000000001,2
795,[19 44],d,-10,-8.75,1
796,[19 44],r,-0.1,-0.05,2
797,[19 43],u,-0.1,-0.05,0
798,[18 43],d,-0.1,-0.05,1
799,[19 43],d,-10,-5.0,1
800,[19 43],r,-10,-5.0,2
801,[19 43],l,-0.1,-0.07250000000000001,3
802,[19 44],d,-10,-9.3975,1
803,[19 44],d,-10,-9.721250000000001,1
804,[19 44],r,-0.1,-0.0975,2
805,[19 43],u,-0.1,-0.07500000000000001,0
806,[18 43],l,-10,-5.0,3
807,[18 43],r,-10,-5.0,2
808,[18 43],u,-0.1,-0.05,0
809,[17 43],u,-10,-5.0,0
810,[17 43],d,-0.1,-0.07250000000000001,1
811,[18 43],d,-0.1,-0.107625,1
812,[19 43],r,-10,-7.532625,2
813,[19 43],l,-0.1,-0.12000000000000002,3
814,[19 44],l,-0.1,-0.08750000000000001,3
815,[19 45],l,-10,-5.0,3
816,[19 45],u,-10,-7.5,0
817,[19 45],d,-0.1,-0.07250000000000001,1
818,[20 45],u,-0.1,-0.107625,0
819,[19 45],d,-0.1,-0.11887500000000001,1
820,[20 45],d,-0.1,-0.12000000000000002,1
821,[21 45],u,-0.1,-0.13593125,0
822,[20 45],l,-10,-7.54843125,3
823,[20 45],u,-0.1,-0.14318750000000002,0
824,[19 45],r,-0.1,-0.13312500000000002,2
825,[19 44],l,-0.1,-0.14724375,3
826,[19 45],d,-0.1,-0.1634375,1
827,[20 45],d,-0.1,-0.1589375,1
828,[21 45],d,-0.1,-0.15280625,1
829,[22 45],d,-0.1,-0.15331250000000002,1
830,[23 45],u,-0.1,-0.15450000000000003,0
831,[22 45],u,-0.1,-0.16616906250000002,0
832,[21 45],u,-0.1,-0.1824,0
833,[20 45],u,-0.1,-0.18150000000000002,0
834,[19 45],r,-0.1,-0.1604375,2
835,[19 44],r,-0.1,-0.1325,2
836,[19 43],u,-0.1,-0.11000000000000001,0
837,[18 43],u,-0.1,-0.07500000000000001,0
838,[17 43],d,-0.1,-0.12000000000000002,1
839,[18 43],r,-10,-7.53375,2
840,[18 43],u,-0.1,-0.08750000000000001,0
841,[17 43],l,-0.1,-0.05,3
842,[17 44],u,-10,-5.0,0
843,[17 44],d,-10,-5.0,1
844,[17 44],l,-0.1,-0.05,3
845,[17 45],r,-0.1,-0.05,2
846,[17 44],u,-10,-7.5,0
847,[17 44],r,-0.1,-0.05,2
848,[17 43],r,-0.1,-0.05,2
849,[17 42],r,-0.1,-0.05,2
850,[17 41],u,-0.1,-0.05,0
851,[16 41],u,-0.1,-0.05,0
852,[15 41],l,-0.1,-0.05,3
853,[15 42],u,-10,-5.0,0
854,[15 42],r,-0.1,-0.05,2
855,[15 41],r,-10,-5.0,2
856,[15 41],d,-0.1,-0.05,1
857,[16 41],l,-10,-5.0,3
858,[16 41],l,-10,-7.5,3
859,[16 41],d,-0.1,-0.05,1
860,[17 41],r,-10,-5.0,2
861,[17 41],d,-10,-5.0,1
862,[17 41],d,-10,-7.5,1
863,[17 41],l,-0.1,-0.05,3
864,[17 42],u,-10,-5.0,0
865,[17 42],l,-0.1,-0.07250000000000001,3
866,[17 43],r,-0.1,-0.07500000000000001,2
867,[17 42],d,-10,-5.0,1
868,[17 42],r,-0.1,-0.0975,2
869,[17 41],r,-10,-7.5225,2
870,[17 41],u,-0.1,-0.07500000000000001,0
871,[16 41],r,-10,-5.0,2
872,[16 41],d,-0.1,-0.0975,1
873,[17 41],d,-10,-8.7725,1
874,[17 41],l,-0.1,-0.107625,3
875,[17 42],l,-0.1,-0.10875000000000001,3
876,[17 43],l,-0.1,-0.0975,3
877,[17 44],l,-0.1,-0.07500000000000001,3
878,[17 45],l,-10,-5.0,3
879,[17 45],r,-0.1,-0.0975,2
880,[17 44],u,-10,-8.7725,0
881,[17 44],d,-10,-7.5225,1
882,[17 44],r,-0.1,-0.10875000000000001,2
883,[17 43],r,-0.1,-0.13137500000000002,2
884,[17 42],d,-10,-7.543875,1
885,[17 42],r,-0.1,-0.1325,2
886,[17 41],u,-0.1,-0.11000000000000001,0
887,[16 41],u,-0.1,-0.07500000000000001,0
888,[15 41],u,-10,-5.0,0
889,[15 41],d,-0.1,-0.10875000000000001,1
890,[16 41],u,-0.1,-0.11000000000000001,0
891,[15 41],l,-0.1,-0.07500000000000001,3
892,[15 42],d,-10,-5.0,1
893,[15 42],l,-0.1,-0.05,3
894,[15 43],d,-10,-5.0,1
895,[15 43],u,-10,-5.0,0
896,[15 43],r,-0.1,-0.07250000000000001,2
897,[15 42],u,-10,-7.5225,0
898,[15 42],l,-0.1,-0.07500000000000001,3
899,[15 43],l,-10,-5.0,3
900,[15 43],r,-0.1,-0.10875000000000001,2
901,[15 42],r,-0.1,-0.10875000000000001,2
902,[15 41],d,-0.1,-0.14825000000000002,1
903,[16 41],l,-10,-8.793875,3
904,[16 41],d,-0.1,-0.14718124999999999,1
905,[17 41],l,-0.1,-0.15275,3
906,[17 42],l,-0.1,-0.14825000000000002,3
907,[17 43],r,-0.1,-0.1753125,2
908,[17 42],r,-0.1,-0.16575,2
909,[17 41],u,-0.1,-0.15450000000000003,0
910,[16 41],u,-0.1,-0.13875000000000004,0
911,[15 41],d,-0.1,-0.18656250000000002,1
912,[16 41],l,-10,-9.459375,3
913,[16 41],l,-10,-9.792124999999999,3
914,[16 41],u,-0.1,-0.15312500000000004,0
915,[15 41],l,-0.1,-0.12125000000000002,3
916,[15 42],l,-0.1,-0.13643750000000002,3
917,[15 43],r,-0.1,-0.15331250000000002,2
918,[15 42],d,-10,-7.5489375,1
919,[15 42],r,-0.1,-0.1589375,2
920,[15 41],r,-10,-7.5545625,2
921,[15 41],l,-0.1,-0.17202187500000002,3
922,[15 42],d,-10,-8.835865625,1
923,[15 42],d,-10,-9.4793296875,1
924,[15 42],l,-0.1,-0.187209375,3
925,[15 43],r,-0.1,-0.19817812500000004,2
926,[15 42],l,-0.1,-0.23278484375000003,3
927,[15 43],r,-0.1,-0.22061093750000005,2
928,[15 42],u,-10,-8.832771875,0
929,[15 42],r,-0.1,-0.20687859375000003,2
930,[15 41],l,-0.1,-0.22910630468750004,3
931,[15 42],u,-10,-9.509481304687501,0
932,[15 42],r,-0.1,-0.23739242187500004,2
933,[15 41],u,-10,-7.583953125,0
934,[15 41],u,-10,-8.8759296875,0
935,[15 41],d,-0.1,-0.2095128125,1
936,[16 41],u,-0.1,-0.220843265625,0
937,[15 41],r,-10,-8.871562015625,2
938,[15 41],d,-0.1,-0.22098796874999999,1
939,[16 41],d,-0.1,-0.19232812500000002,1
940,[17 41],u,-0.1,-0.21379765625000002,0
941,[16 41],d,-0.1,-0.21490156250000003,1
942,[17 41],l,-0.1,-0.19308750000000002,3
943,[17 42],l,-0.1,-0.16800000000000004,3
944,[17 43],l,-0.1,-0.1325,3
945,[17 44],l,-0.1,-0.08750000000000001,3
946,[17 45],r,-0.1,-0.138125,2
947,[17 44],r,-0.1,-0.15837500000000002,2
948,[17 43],d,-0.1,-0.14937500000000004,1
949,[18 43],u,-0.1,-0.15337499999999998,0
950,[17 43],l,-0.1,-0.155625,3
951,[17 44],r,-0.1,-0.19640625000000003,2
952,[17 43],u,-10,-7.56721875,0
953,[17 43],r,-0.1,-0.21224375,2
954,[17 42],r,-0.1,-0.21976437500000004,2
955,[17 41],d,-10,-9.473139375,1
956,[17 41],l,-0.1,-0.22214375000000003,3
957,[17 42],l,-0.1,-0.20121875000000006,3
958,[17 43],d,-0.1,-0.17311875000000002,1
959,[18 43],d,-0.1,-0.15331250000000002,1
960,[19 43],u,-0.1,-0.173990625,0
961,[18 43],d,-0.1,-0.18065625000000002,1
962,[19 43],l,-0.1,-0.16962500000000003,3
963,[19 44],r,-0.1,-0.19258125,2
964,[19 43],l,-0.1,-0.20107218750000003,3
965,[19 44],r,-0.1,-0.22458640625000004,2
966,[19 43],u,-0.1,-0.20601406249999998,0
967,[18 43],u,-0.1,-0.19671875,0
968,[17 43],d,-0.1,-0.21785468750000003,1
969,[18 43],u,-0.1,-0.218390625,0
970,[17 43],l,-0.1,-0.16718750000000002,3
971,[17 44],l,-0.1,-0.09375,3
972,[17 45],u,-0.1,-0.05,0
973,[16 45],u,-0.1,-0.05,0
974,[15 45],u,-10,-5.0,0
975,[15 45],u,-10,-7.5,0
976,[15 45],l,-0.1,-0.05,3
977,[15 46],u,-10,-5.0,0
978,[15 46],l,-0.1,-0.05,3
979,[15 47],d,-10,-5.0,1
980,[15 47],d,-10,-7.5,1
981,[15 47],u,-0.1,-0.05,0
982,[14 47],d,-0.1,-0.05,1
983,[15 47],l,-10,-5.0,3
984,[15 47],r,-0.1,-0.05,2
985,[15 46],r,-0.1,-0.05,2
986,[15 45],r,-10,-5.0,2
987,[15 45],d,-0.1,-0.05,1
988,[16 45],d,-0.1,-0.05,1
989,[17 45],d,-10,-5.0,1
990,[17 45],l,-10,-7.5225,3
991,[17 45],l,-10,-8.78375,3
992,[17 45],u,-0.1,-0.07500000000000001,0
993,[16 45],r,-10,-5.0,2
994,[16 45],d,-0.1,-0.10875000000000001,1
995,[17 45],u,-0.1,-0.08750000000000001,0
996,[16 45],l,-10,-5.0,3
997,[16 45],d,-0.1,-0.14375000000000002,1
998,[17 45],u,-0.1,-0.11625000000000002,0
999,[16 45],d,-0.1,-0.17418750000000002,1
1000,[17 45],u,-0.1,-0.13062500000000002,0
1001,[16 45],u,-0.1,-0.0975,0
1002,[15 45],d,-0.1,-0.11887500000000002,1
1003,[16 45],u,-0.1,-0.12125000000000001,0
1004,[15 45],l,-0.1,-0.07500000000000001,3
1005,[15 46],d,-10,-5.0,1
1006,[15 46],l,-0.1,-0.0975,3
1007,[15 47],r,-0.1,-0.0975,2
1008,[15 46],r,-0.1,-0.10875000000000001,2
1009,[15 45],l,-0.1,-0.13137500000000002,3
1010,[15 46],l,-0.1,-0.12125000000000001,3
1011,[15 47],l,-10,-7.5225,3
1012,[15 47],u,-0.1,-0.07500000000000001,0
1013,[14 47],d,-0.1,-0.10875000000000001,1
1014,[15 47],u,-0.1,-0.08750000000000001,0
1015,[14 47],r,-10,-5.0,2
1016,[14 47],l,-10,-5.0,3
1017,[14 47],u,-0.1,-0.05,0
1018,[13 47],l,-10,-5.0,3
1019,[13 47],d,-0.1,-0.07250000000000001,1
1020,[14 47],u,-0.1,-0.07500000000000001,0
1021,[13 47],r,-0.1,-0.05,2
1022,[13 46],u,-10,-5.0,0
1023,[13 46],r,-0.1,-0.05,2
1024,[13 45],r,-0.1,-0.05,2
1025,[13 44],u,-10,-5.0,0
1026,[13 44],r,-0.1,-0.05,2
1027,[13 43],l,-0.1,-0.05,3
1028,[13 44],d,-10,-5.0,1
1029,[13 44],l,-0.1,-0.05,3
1030,[13 45],u,-10,-5.0,0
1031,[13 45],r,-0.1,-0.0975,2
1032,[13 44],d,-10,-7.5225,1
1033,[13 44],d,-10,-8.78375,1
1034,[13 44],l,-0.1,-0.07500000000000001,3
1035,[13 45],l,-0.1,-0.05,3
1036,[13 46],d,-10,-5.0,1
1037,[13 46],d,-10,-7.5,1
1038,[13 46],l,-0.1,-0.05,3
1039,[13 47],u,-10,-5.0,0
1040,[13 47],r,-0.1,-0.0975,2
1041,[13 46],l,-0.1,-0.107625,3
1042,[13 47],d,-0.1,-0.12000000000000002,1
1043,[14 47],u,-0.1,-0.13137500000000002,0
1044,[13 47],r,-0.1,-0.12125000000000001,2
1045,[13 46],u,-10,-7.5225,0
1046,[13 46],l,-0.1,-0.15781250000000002,3
1047,[13 47],d,-0.1,-0.1589375,1
1048,[14 47],d,-0.1,-0.14375000000000002,1
1049,[15 47],u,-0.1,-0.15286875,0
1050,[14 47],u,-0.1,-0.17025,0
1051,[13 47],r,-0.1,-0.13312500000000002,2
1052,[13 46],r,-0.1,-0.07500000000000001,2
1053,[13 45],d,-10,-5.0,1
1054,[13 45],r,-0.1,-0.12125000000000001,2
1055,[13 44],r,-0.1,-0.07500000000000001,2
1056,[13 43],r,-0.1,-0.05,2
1057,[13 42],r,-0.1,-0.05,2
1058,[13 41],d,-10,-5.0,1
1059,[13 41],u,-0.1,-0.05,0
1060,[12 41],d,-0.1,-0.05,1
1061,[13 41],l,-0.1,-0.05,3
1062,[13 42],u,-10,-5.0,0
1063,[13 42],d,-10,-5.0,1
1064,[13 42],l,-0.1,-0.05,3
1065,[13 43],d,-10,-5.0,1
1066,[13 43],u,-10,-5.0,0
1067,[13 43],r,-0.1,-0.0975,2
1068,[13 42],r,-0.1,-0.07500000000000001,2
1069,[13 41],r,-10,-5.0,2
1070,[13 41],l,-0.1,-0.0975,3
1071,[13 42],d,-10,-7.5225,1
1072,[13 42],r,-0.1,-0.11000000000000001,2
1073,[13 41],r,-10,-7.5225,2
1074,[13 41],u,-0.1,-0.07500000000000001,0
1075,[12 41],r,-10,-5.0,2
1076,[12 41],u,-0.1,-0.05,0
1077,[11 41],u,-0.1,-0.05,0
1078,[10 41],u,-0.1,-0.05,0
1079,[ 9 41],l,-10,-5.0,3
1080,[ 9 41],d,-0.1,-0.05,1
1081,[10 41],l,-10,-5.0,3
1082,[10 41],r,-10,-5.0,2
1083,[10 41],d,-0.1,-0.05,1
1084,[11 41],u,-0.1,-0.0975,0
1085,[10 41],u,-0.1,-0.07500000000000001,0
1086,[ 9 41],r,-0.1,-0.05,2
1087,[ 9 40],d,-10,-5.0,1
1088,[ 9 40],u,-10,-5.0,0
1089,[ 9 40],r,-0.1,-0.05,2
1090,[ 9 39],u,-10,-5.0,0
1091,[ 9 39],r,-10,-5.0,2
1092,[ 9 39],l,-0.1,-0.05,3
1093,[ 9 40],l,-0.1,-0.05,3
1094,[ 9 41],u,-10,-5.0,0
1095,[ 9 41],r,-0.1,-0.0975,2
1096,[ 9 40],l,-0.1,-0.0975,3
1097,[ 9 41],r,-0.1,-0.12125000000000001,2
1098,[ 9 40],l,-0.1,-0.12125000000000001,3
1099,[ 9 41],d,-0.1,-0.0975,1
1100,[10 41],r,-10,-7.5225,2
1101,[10 41],d,-0.1,-0.07500000000000001,1
1102,[11 41],l,-10,-5.0,3
1103,[11 41],d,-0.1,-0.05,1
1104,[12 41],d,-0.1,-0.10875000000000001,1
1105,[13 41],l,-0.1,-0.12125000000000001,3
1106,[13 42],l,-0.1,-0.0975,3
1107,[13 43],u,-10,-7.5225,0
1108,[13 43],u,-10,-8.78375,0
1109,[13 43],d,-10,-7.5225,1
1110,[13 43],u,-10,-9.414375,0
1111,[13 43],l,-0.1,-0.10875000000000001,3
1112,[13 44],r,-0.1,-0.13137500000000002,2
1113,[13 43],r,-0.1,-0.142625,2
1114,[13 42],d,-10,-8.805125,1
1115,[13 42],l,-0.1,-0.14768750000000003,3
1116,[13 43],l,-0.1,-0.13812500000000003,3
1117,[13 44],l,-0.1,-0.11000000000000001,3
1118,[13 45],d,-10,-7.5225,1
1119,[13 45],u,-10,-7.5225,0
1120,[13 45],l,-0.1,-0.10875000000000001,3
1121,[13 46],r,-0.1,-0.13643750000000002,2
1122,[13 45],l,-0.1,-0.165771875,3
1123,[13 46],l,-0.1,-0.18881250000000002,3
1124,[13 47],r,-0.1,-0.17795937500000003,2
1125,[13 46],r,-0.1,-0.17278125,2
1126,[13 45],r,-0.1,-0.16012500000000002,2
1127,[13 44],r,-0.1,-0.17784375000000002,2
1128,[13 43],u,-10,-9.76934375,0
1129,[13 43],l,-0.1,-0.1685625,3
1130,[13 44],u,-10,-7.5495,0
1131,[13 44],l,-0.1,-0.17705625000000003,3
1132,[13 45],r,-0.1,-0.20973781250000004,2
1133,[13 44],r,-0.1,-0.20310312500000002,2
1134,[13 43],d,-10,-8.82543125,1
1135,[13 43],r,-0.1,-0.1708125,2
1136,[13 42],r,-0.1,-0.13875000000000004,2
1137,[13 41],u,-0.1,-0.08750000000000001,0
1138,[12 41],l,-10,-5.0,3
1139,[12 41],u,-0.1,-0.07500000000000001,0
1140,[11 41],r,-10,-5.0,2
1141,[11 41],d,-0.1,-0.10875000000000001,1
1142,[12 41],d,-0.1,-0.14375000000000002,1
1143,[13 41],u,-0.1,-0.12750000000000003,0
1144,[12 41],u,-0.1,-0.13137500000000002,0
1145,[11 41],u,-0.1,-0.1325,0
1146,[10 41],d,-0.1,-0.13643750000000002,1
1147,[11 41],r,-10,-7.5489375,2
1148,[11 41],l,-10,-7.5489375,3
1149,[11 41],u,-0.1,-0.15000000000000002,0
1150,[10 41],u,-0.1,-0.13137500000000002,0
1151,[ 9 41],d,-0.1,-0.15786875,1
1152,[10 41],u,-0.1,-0.17025,0
1153,[ 9 41],r,-0.1,-0.13312500000000002,2
1154,[ 9 40],d,-10,-7.5225,1
1155,[ 9 40],r,-0.1,-0.07500000000000001,2
1156,[ 9 39],l,-0.1,-0.10875000000000001,3
1157,[ 9 40],r,-0.1,-0.08750000000000001,2
1158,[ 9 39],u,-10,-7.5,0
1159,[ 9 39],d,-0.1,-0.05,1
1160,[10 39],d,-0.1,-0.05,1
1161,[11 39],u,-0.1,-0.05,0
1162,[10 39],u,-0.1,-0.07250000000000001,0
1163,[ 9 39],d,-0.1,-0.07500000000000001,1
1164,[10 39],l,-10,-5.0,3
1165,[10 39],r,-10,-5.0,2
1166,[10 39],l,-10,-7.5225,3
1167,[10 39],l,-10,-8.78375,3
1168,[10 39],d,-0.1,-0.07500000000000001,1
1169,[11 39],u,-0.1,-0.107625,0
1170,[10 39],r,-10,-7.532625,2
1171,[10 39],u,-0.1,-0.12000000000000002,0
1172,[ 9 39],d,-0.1,-0.12125000000000002,1
1173,[10 39],d,-0.1,-0.08750000000000001,1
1174,[11 39],r,-0.1,-0.05,2
1175,[11 38],r,-0.1,-0.05,2
1176,[11 37],l,-0.1,-0.05,3
1177,[11 38],u,-10,-5.0,0
1178,[11 38],d,-10,-5.0,1
1179,[11 38],d,-10,-7.5,1
1180,[11 38],l,-0.1,-0.05,3
1181,[11 39],d,-10,-5.0,1
1182,[11 39],l,-10,-5.0,3
1183,[11 39],r,-0.1,-0.0975,2
1184,[11 38],l,-0.1,-0.11887500000000002,3
1185,[11 39],r,-0.1,-0.12125000000000001,2
1186,[11 38],r,-0.1,-0.07500000000000001,2
1187,[11 37],d,-10,-5.0,1
1188,[11 37],l,-0.1,-0.10875000000000001,3
1189,[11 38],r,-0.1,-0.08750000000000001,2
1190,[11 37],l,-0.1,-0.14375000000000002,3
1191,[11 38],r,-0.1,-0.09375,2
1192,[11 37],r,-10,-5.0,2
1193,[11 37],u,-0.1,-0.05,0
1194,[10 37],r,-10,-5.0,2
1195,[10 37],l,-10,-5.0,3
1196,[10 37],d,-0.1,-0.07250000000000001,1
1197,[11 37],d,-10,-7.5225,1
1198,[11 37],u,-0.1,-0.07500000000000001,0
1199,[10 37],r,-10,-7.5,2
1200,[10 37],u,-0.1,-0.05,0
1201,[ 9 37],l,-10,-5.0,3
1202,[ 9 37],r,-10,-5.0,2
1203,[ 9 37],u,-0.1,-0.05,0
1204,[ 8 37],r,-10,-5.0,2
1205,[ 8 37],l,-10,-5.0,3
1206,[ 8 37],u,-0.1,-0.05,0
1207,[ 7 37],d,-0.1,-0.05,1
1208,[ 8 37],l,-10,-7.5,3
1209,[ 8 37],u,-0.1,-0.07500000000000001,0
1210,[ 7 37],r,-10,-5.0,2
1211,[ 7 37],l,-10,-5.0,3
1212,[ 7 37],u,-0.1,-0.05,0
1213,[ 6 37],d,-0.1,-0.07250000000000001,1
1214,[ 7 37],u,-0.1,-0.07500000000000001,0
1215,[ 6 37],r,-10,-5.0,2
1216,[ 6 37],u,-0.1,-0.05,0
1217,[ 5 37],r,-10,-5.0,2
1218,[ 5 37],d,-0.1,-0.05,1
1219,[ 6 37],u,-0.1,-0.07500000000000001,0
1220,[ 5 37],d,-0.1,-0.07500000000000001,1
1221,[ 6 37],l,-10,-5.0,3
1222,[ 6 37],u,-0.1,-0.08750000000000001,0
1223,[ 5 37],l,-0.1,-0.05,3
1224,[ 5 38],d,-10,-5.0,1
1225,[ 5 38],r,-0.1,-0.05,2
1226,[ 5 37],u,-10,-5.0,0
1227,[ 5 37],u,-10,-7.5225,0
1228,[ 5 37],l,-0.1,-0.07500000000000001,3
1229,[ 5 38],u,-10,-5.0,0
1230,[ 5 38],l,-0.1,-0.05,3
